Return_ID,Return Type,Return Creation Date,Return Closed Date,Customer ID,SR ID,Product ID,R Order ID,Return Status,Return Value ($),Cost ($)
RET-50652,Warranty Claim,2025-05-12,2025-01-20,CUST-10787,SR-83002,PROD-11187,ORD-43601,In Progress,477,2520
RET-50653,Warranty Claim,2025-06-17,2025-03-13,CUST-10506,SR-83909,PROD-11564,ORD-40615,Open,3271,2352
RET-50654,Customer Dissatisfaction,2025-01-04,2025-07-29,CUST-10467,SR-81079,PROD-11483,ORD-42618,Rejected,2905,3289
RET-50655,Defective,2025-06-23,2025-08-08,CUST-10817,SR-80743,PROD-11920,ORD-43275,In Progress,4934,1575
RET-50656,Defective,2025-05-23,2025-01-17,CUST-10399,SR-80722,PROD-11476,ORD-44159,Rejected,4173,1069
RET-50657,Damaged,2025-07-21,2025-06-17,CUST-10377,SR-82135,PROD-11646,ORD-44545,In Progress,1916,550
RET-50658,Damaged,2025-05-04,2025-01-18,CUST-10653,SR-80933,PROD-11548,ORD-41982,Open,4290,583
RET-50659,Damaged,2025-04-18,2025-04-15,CUST-10156,SR-80256,PROD-11114,ORD-42752,In Progress,2997,443
RET-50660,Customer Dissatisfaction,2025-03-06,2025-04-17,CUST-10177,SR-80316,PROD-11219,ORD-42263,Rejected,3718,2997
RET-50661,Customer Dissatisfaction,2025-08-03,2025-07-03,CUST-10295,SR-81168,PROD-11362,ORD-44475,Open,483,163
RET-50662,Warranty Claim,2025-05-25,2025-05-17,CUST-10565,SR-83622,PROD-11153,ORD-40280,Rejected,3244,2780
RET-50663,Defective,2025-01-30,2025-07-26,CUST-10511,SR-82016,PROD-11043,ORD-40667,Approved,4086,2258
RET-50664,Defective,2025-04-05,2025-04-03,CUST-10659,SR-83329,PROD-11905,ORD-40267,In Progress,4542,1872
RET-50665,Warranty Claim,2025-03-29,2025-03-12,CUST-10641,SR-80808,PROD-11359,ORD-40734,Closed,1853,2848
RET-50666,Warranty Claim,2025-02-17,2025-01-04,CUST-10341,SR-81033,PROD-11072,ORD-41356,In Progress,2494,1209
RET-50667,Warranty Claim,2025-02-25,2025-06-18,CUST-10079,SR-84897,PROD-11914,ORD-40196,Rejected,3601,2417
RET-50668,Warranty Claim,2025-08-26,2025-01-29,CUST-10623,SR-82890,PROD-11649,ORD-42425,Rejected,3464,3886
RET-50669,Wrong Item,2025-06-07,2025-05-09,CUST-10570,SR-84430,PROD-11192,ORD-44178,In Progress,565,3096
RET-50670,Customer Dissatisfaction,2025-05-03,2025-08-07,CUST-10685,SR-80361,PROD-11632,ORD-43875,Closed,236,97
RET-50671,Damaged,2025-08-29,2025-04-26,CUST-10511,SR-84226,PROD-11307,ORD-40232,Open,2679,480
RET-50672,Wrong Item,2025-05-18,2025-04-02,CUST-10490,SR-81775,PROD-11139,ORD-43400,Closed,3414,3249
RET-50673,Customer Dissatisfaction,2025-04-14,2025-01-28,CUST-10156,SR-80585,PROD-11068,ORD-44652,Open,1282,1380
RET-50674,Warranty Claim,2025-05-02,2025-06-03,CUST-10238,SR-81611,PROD-11248,ORD-41833,Open,731,673
RET-50675,Damaged,2025-08-20,2025-02-22,CUST-10608,SR-81855,PROD-11204,ORD-42341,Rejected,922,1113
RET-50676,Warranty Claim,2025-01-05,2025-04-28,CUST-10475,SR-81992,PROD-11504,ORD-41104,Rejected,2774,342
RET-50677,Damaged,2025-07-14,2025-07-30,CUST-10537,SR-80180,PROD-11400,ORD-43605,Approved,212,854
RET-50678,Warranty Claim,2025-04-22,2025-03-01,CUST-10840,SR-84345,PROD-11269,ORD-44477,In Progress,624,552
RET-50679,Damaged,2025-07-01,2025-06-10,CUST-10099,SR-80379,PROD-11427,ORD-44826,Approved,3371,1430
RET-50680,Wrong Item,2025-03-11,2025-05-11,CUST-10838,SR-80668,PROD-11101,ORD-43808,Open,377,1672
RET-50681,Wrong Item,2025-01-12,2025-01-15,CUST-10825,SR-81678,PROD-11460,ORD-44299,Open,1763,3741
RET-50682,Wrong Item,2025-08-22,2025-02-08,CUST-10419,SR-84773,PROD-11305,ORD-44197,Closed,4414,1467
RET-50683,Customer Dissatisfaction,2025-08-30,2025-05-29,CUST-10882,SR-84680,PROD-11510,ORD-40414,In Progress,646,166
RET-50684,Damaged,2025-05-30,2025-06-19,CUST-10639,SR-81087,PROD-11312,ORD-42877,Closed,1391,3577
RET-50685,Customer Dissatisfaction,2025-04-18,2025-05-09,CUST-10597,SR-80861,PROD-11539,ORD-43843,Approved,2004,1869
RET-50686,Defective,2025-01-11,2025-02-02,CUST-10352,SR-81451,PROD-11980,ORD-44623,Closed,4006,829
RET-50687,Damaged,2025-01-08,2025-02-17,CUST-10253,SR-83372,PROD-11346,ORD-43940,Open,716,1990
RET-50688,Customer Dissatisfaction,2025-08-21,2025-08-17,CUST-10123,SR-84040,PROD-11396,ORD-42491,Open,3202,575
RET-50689,Warranty Claim,2025-05-28,2025-04-22,CUST-10773,SR-82464,PROD-11919,ORD-41847,Open,1704,253
RET-50690,Defective,2025-07-08,2025-02-20,CUST-10860,SR-83849,PROD-11941,ORD-44034,Rejected,2138,221
RET-50691,Warranty Claim,2025-01-05,2025-03-18,CUST-10009,SR-84065,PROD-11530,ORD-40732,Open,1540,3267
RET-50692,Wrong Item,2025-04-07,2025-04-04,CUST-10362,SR-80424,PROD-11824,ORD-44763,In Progress,4112,1725
RET-50693,Wrong Item,2025-06-03,2025-08-05,CUST-10009,SR-82028,PROD-11760,ORD-41135,Open,1474,2441
RET-50694,Customer Dissatisfaction,2025-06-21,2025-03-19,CUST-10490,SR-83133,PROD-11693,ORD-44451,In Progress,2403,2616
RET-50695,Damaged,2025-07-09,2025-01-23,CUST-10822,SR-80415,PROD-11511,ORD-43414,Approved,1534,678
RET-50696,Damaged,2025-06-25,2025-03-07,CUST-10831,SR-82420,PROD-11193,ORD-40408,Closed,4364,1553
RET-50697,Damaged,2025-06-15,2025-03-05,CUST-10476,SR-84989,PROD-11446,ORD-40957,Closed,2446,1559
RET-50698,Warranty Claim,2025-06-19,2025-04-27,CUST-10334,SR-81803,PROD-11751,ORD-42359,Open,2618,1278
RET-50699,Damaged,2025-05-28,2025-01-11,CUST-10094,SR-82139,PROD-11582,ORD-44322,In Progress,4365,2742
RET-50700,Damaged,2025-07-14,2025-08-25,CUST-10546,SR-84839,PROD-11259,ORD-43753,Closed,3192,3210
RET-50701,Wrong Item,2025-05-10,2025-06-21,CUST-10004,SR-84712,PROD-11344,ORD-40222,In Progress,408,3274
RET-50702,Customer Dissatisfaction,2025-05-22,2025-01-28,CUST-10319,SR-84473,PROD-11773,ORD-43381,Approved,3111,2776
RET-50703,Defective,2025-01-26,2025-08-19,CUST-10196,SR-82684,PROD-11877,ORD-41681,Open,1594,2884
RET-50704,Warranty Claim,2025-03-07,2025-01-19,CUST-10784,SR-84076,PROD-11196,ORD-41704,Closed,4607,2670
RET-50705,Defective,2025-06-10,2025-08-04,CUST-10049,SR-84521,PROD-11481,ORD-42044,In Progress,2564,2326
RET-50706,Damaged,2025-03-21,2025-04-05,CUST-10960,SR-82846,PROD-11754,ORD-44176,Rejected,415,934
RET-50707,Wrong Item,2025-03-19,2025-05-18,CUST-10907,SR-80893,PROD-11133,ORD-43317,Open,4741,2294
RET-50708,Damaged,2025-07-08,2025-04-25,CUST-10138,SR-82986,PROD-11741,ORD-40554,Closed,1625,2257
RET-50709,Wrong Item,2025-08-06,2025-08-23,CUST-10412,SR-83859,PROD-11974,ORD-40544,Approved,671,3824
RET-50710,Warranty Claim,2025-06-27,2025-05-16,CUST-10874,SR-80049,PROD-11062,ORD-41149,Approved,2122,359
RET-50711,Damaged,2025-02-05,2025-05-27,CUST-10449,SR-83907,PROD-11889,ORD-42745,Approved,3890,748
RET-50712,Warranty Claim,2025-05-18,2025-06-09,CUST-10440,SR-80157,PROD-11410,ORD-41341,Open,2979,3224
RET-50713,Warranty Claim,2025-08-26,2025-08-06,CUST-10412,SR-84585,PROD-11932,ORD-43653,Approved,2346,718
RET-50714,Wrong Item,2025-08-08,2025-06-17,CUST-10150,SR-82707,PROD-11951,ORD-42863,Rejected,4929,2124
RET-50715,Defective,2025-03-17,2025-03-23,CUST-10226,SR-82186,PROD-11676,ORD-41620,Approved,4379,1629
RET-50716,Damaged,2025-03-02,2025-05-19,CUST-10362,SR-81403,PROD-11823,ORD-43795,Open,214,1189
RET-50717,Warranty Claim,2025-01-05,2025-03-25,CUST-10631,SR-83310,PROD-11556,ORD-40598,Closed,574,3403
RET-50718,Wrong Item,2025-08-24,2025-02-24,CUST-10661,SR-80493,PROD-11053,ORD-41423,Closed,3302,1174
RET-50719,Warranty Claim,2025-03-02,2025-08-08,CUST-10605,SR-82683,PROD-11029,ORD-41325,Rejected,1101,3622
RET-50720,Warranty Claim,2025-01-09,2025-03-16,CUST-10423,SR-83327,PROD-11096,ORD-40380,In Progress,3808,3003
RET-50721,Warranty Claim,2025-03-15,2025-01-17,CUST-10772,SR-81237,PROD-11499,ORD-42495,Open,3083,2519
RET-50722,Defective,2025-06-27,2025-07-03,CUST-10717,SR-80101,PROD-11213,ORD-42067,Open,1065,3352
RET-50723,Warranty Claim,2025-01-16,2025-03-15,CUST-10654,SR-81257,PROD-11519,ORD-41390,Approved,3526,2209
RET-50724,Defective,2025-04-20,2025-01-12,CUST-10389,SR-83955,PROD-11416,ORD-44342,Rejected,659,2692
RET-50725,Warranty Claim,2025-05-27,2025-02-20,CUST-10485,SR-81209,PROD-11443,ORD-40458,Rejected,3428,3127
RET-50726,Wrong Item,2025-01-15,2025-05-31,CUST-10181,SR-83124,PROD-11606,ORD-42504,Rejected,2765,2891
RET-50727,Warranty Claim,2025-08-02,2025-08-05,CUST-10877,SR-82406,PROD-11977,ORD-42428,Open,628,1200
RET-50728,Warranty Claim,2025-06-06,2025-01-10,CUST-10385,SR-84464,PROD-11404,ORD-41749,In Progress,556,3336
RET-50729,Warranty Claim,2025-08-16,2025-07-08,CUST-10736,SR-81259,PROD-11261,ORD-42511,Approved,3468,132
RET-50730,Warranty Claim,2025-01-24,2025-01-11,CUST-10237,SR-80514,PROD-11264,ORD-43456,In Progress,2634,363
RET-50731,Warranty Claim,2025-07-07,2025-08-10,CUST-10580,SR-82814,PROD-11603,ORD-40766,Closed,2071,3569
RET-50732,Defective,2025-01-12,2025-07-15,CUST-10659,SR-80918,PROD-11135,ORD-41406,Approved,282,708
RET-50733,Defective,2025-08-08,2025-03-24,CUST-10600,SR-84900,PROD-11259,ORD-41669,Closed,4958,839
RET-50734,Damaged,2025-08-27,2025-02-24,CUST-10383,SR-80645,PROD-11224,ORD-44624,Rejected,3100,3867
RET-50735,Customer Dissatisfaction,2025-03-04,2025-03-15,CUST-10195,SR-82609,PROD-11284,ORD-44727,Rejected,160,334
RET-50736,Damaged,2025-01-26,2025-04-11,CUST-10913,SR-82686,PROD-11127,ORD-44929,Rejected,4232,1677
RET-50737,Warranty Claim,2025-05-30,2025-02-17,CUST-10583,SR-80088,PROD-11489,ORD-43476,Rejected,4425,127
RET-50738,Damaged,2025-04-15,2025-06-26,CUST-10870,SR-82692,PROD-11016,ORD-41848,Rejected,2889,3756
RET-50739,Defective,2025-07-09,2025-06-30,CUST-10791,SR-81108,PROD-11706,ORD-40267,In Progress,3150,2781
RET-50740,Damaged,2025-02-21,2025-05-15,CUST-10913,SR-84150,PROD-11911,ORD-42026,Open,973,3567
RET-50741,Defective,2025-07-06,2025-05-05,CUST-10168,SR-84269,PROD-11715,ORD-41643,Open,4279,3525
RET-50742,Customer Dissatisfaction,2025-02-16,2025-07-08,CUST-10619,SR-83004,PROD-11873,ORD-41484,Closed,271,1405
RET-50743,Customer Dissatisfaction,2025-04-11,2025-07-01,CUST-10541,SR-84934,PROD-11641,ORD-42559,Open,2891,3248
RET-50744,Defective,2025-07-26,2025-03-17,CUST-10232,SR-83396,PROD-11909,ORD-42722,Rejected,3503,2433
RET-50745,Warranty Claim,2025-05-26,2025-05-04,CUST-10996,SR-84460,PROD-11108,ORD-42280,Closed,4219,2621
RET-50746,Wrong Item,2025-03-12,2025-02-10,CUST-10290,SR-80076,PROD-11963,ORD-42083,Open,4854,1294
RET-50747,Customer Dissatisfaction,2025-06-11,2025-08-26,CUST-10289,SR-82560,PROD-11186,ORD-42144,Approved,4505,1772
RET-50748,Warranty Claim,2025-03-01,2025-04-08,CUST-10787,SR-82774,PROD-11015,ORD-41793,Closed,1174,3874
RET-50749,Wrong Item,2025-01-05,2025-07-04,CUST-10145,SR-80975,PROD-11095,ORD-44173,Closed,1317,1513
RET-50750,Customer Dissatisfaction,2025-08-19,2025-02-28,CUST-10826,SR-82361,PROD-11980,ORD-41602,Approved,961,2625
RET-50751,Warranty Claim,2025-05-17,2025-08-15,CUST-10577,SR-83505,PROD-11287,ORD-44275,Open,2769,1734
RET-50752,Warranty Claim,2025-07-16,2025-03-27,CUST-10178,SR-84231,PROD-11169,ORD-40731,Closed,1536,2840
RET-50753,Warranty Claim,2025-07-27,2025-01-17,CUST-10860,SR-84614,PROD-11323,ORD-43675,Rejected,1525,1958
RET-50754,Warranty Claim,2025-07-30,2025-08-23,CUST-10181,SR-82746,PROD-11677,ORD-42673,In Progress,508,1153
RET-50755,Warranty Claim,2025-07-02,2025-07-17,CUST-10490,SR-80713,PROD-11621,ORD-40278,Open,1762,1638
RET-50756,Defective,2025-08-03,2025-05-18,CUST-10682,SR-82355,PROD-11824,ORD-43397,Rejected,646,2220
RET-50757,Wrong Item,2025-08-08,2025-01-24,CUST-10517,SR-81445,PROD-11327,ORD-43399,Approved,4478,923
RET-50758,Warranty Claim,2025-01-12,2025-05-28,CUST-10906,SR-82725,PROD-11251,ORD-41742,Closed,2136,2682
RET-50759,Damaged,2025-06-20,2025-03-12,CUST-10152,SR-81431,PROD-11703,ORD-40783,Closed,2100,3177
RET-50760,Customer Dissatisfaction,2025-03-02,2025-02-13,CUST-10922,SR-80244,PROD-11894,ORD-40591,Open,4571,3723
RET-50761,Damaged,2025-07-23,2025-08-07,CUST-10485,SR-82030,PROD-11587,ORD-40146,Rejected,1987,2643
RET-50762,Defective,2025-07-08,2025-08-27,CUST-10818,SR-83054,PROD-11702,ORD-43047,Rejected,3708,2925
RET-50763,Defective,2025-02-10,2025-07-23,CUST-10075,SR-81190,PROD-11676,ORD-42728,Open,1303,3090
RET-50764,Warranty Claim,2025-05-05,2025-08-10,CUST-10245,SR-81837,PROD-11405,ORD-42948,Rejected,1365,3138
RET-50765,Wrong Item,2025-03-10,2025-01-03,CUST-10438,SR-84160,PROD-11020,ORD-40346,Rejected,368,3589
RET-50766,Damaged,2025-02-15,2025-03-22,CUST-10277,SR-83960,PROD-11958,ORD-44756,Open,4245,2153
RET-50767,Wrong Item,2025-06-09,2025-04-05,CUST-10011,SR-80163,PROD-11964,ORD-42533,Open,2216,2573
RET-50768,Customer Dissatisfaction,2025-04-27,2025-07-25,CUST-10865,SR-83857,PROD-11354,ORD-43750,Rejected,1706,288
RET-50769,Defective,2025-05-11,2025-03-05,CUST-10401,SR-82044,PROD-11843,ORD-44468,Approved,260,2883
RET-50770,Damaged,2025-03-25,2025-06-25,CUST-10143,SR-81421,PROD-11988,ORD-41631,Open,811,2623
RET-50771,Damaged,2025-01-18,2025-05-20,CUST-10784,SR-82651,PROD-11008,ORD-40935,Open,1005,975
RET-50772,Defective,2025-05-19,2025-07-24,CUST-10366,SR-84075,PROD-11364,ORD-41409,In Progress,3199,2136
RET-50773,Defective,2025-08-06,2025-08-05,CUST-10375,SR-84165,PROD-11590,ORD-43347,Approved,354,760
RET-50774,Wrong Item,2025-07-11,2025-08-17,CUST-10862,SR-84098,PROD-11405,ORD-42470,Rejected,4750,1856
RET-50775,Wrong Item,2025-04-23,2025-02-12,CUST-10121,SR-81985,PROD-11180,ORD-44486,Open,2239,3617
RET-50776,Customer Dissatisfaction,2025-04-12,2025-08-20,CUST-10500,SR-82146,PROD-11763,ORD-44520,Open,782,2932
RET-50777,Damaged,2025-07-04,2025-01-06,CUST-10328,SR-82194,PROD-11696,ORD-42296,Rejected,494,1491
RET-50778,Customer Dissatisfaction,2025-03-28,2025-08-26,CUST-10080,SR-84135,PROD-11125,ORD-42882,Closed,1145,2794
RET-50779,Warranty Claim,2025-03-26,2025-03-20,CUST-10222,SR-82985,PROD-11709,ORD-42081,In Progress,300,906
RET-50780,Warranty Claim,2025-01-07,2025-03-02,CUST-10050,SR-81534,PROD-11256,ORD-42417,Approved,2382,917
RET-50781,Damaged,2025-05-09,2025-03-18,CUST-10239,SR-84188,PROD-11256,ORD-41842,Approved,4639,3595
RET-50782,Defective,2025-02-10,2025-02-14,CUST-10400,SR-84010,PROD-11306,ORD-40932,In Progress,3963,1532
RET-50783,Customer Dissatisfaction,2025-08-22,2025-05-01,CUST-10666,SR-82586,PROD-11294,ORD-44717,Approved,1907,1293
RET-50784,Customer Dissatisfaction,2025-04-01,2025-02-14,CUST-10261,SR-83401,PROD-11484,ORD-40112,Approved,1985,2502
RET-50785,Customer Dissatisfaction,2025-07-08,2025-06-04,CUST-10710,SR-81633,PROD-11189,ORD-43962,Closed,3408,2785
RET-50786,Defective,2025-07-05,2025-02-04,CUST-10210,SR-84813,PROD-11921,ORD-44482,Open,1902,3681
RET-50787,Wrong Item,2025-04-06,2025-07-23,CUST-10105,SR-84837,PROD-11666,ORD-44499,Closed,813,3811
RET-50788,Defective,2025-05-27,2025-03-20,CUST-10871,SR-82733,PROD-11624,ORD-42337,Rejected,1343,3699
RET-50789,Customer Dissatisfaction,2025-04-14,2025-07-17,CUST-10485,SR-80003,PROD-11891,ORD-44835,Approved,4973,2449
RET-50790,Defective,2025-07-10,2025-05-05,CUST-10210,SR-80314,PROD-11480,ORD-41240,In Progress,3614,350
RET-50791,Customer Dissatisfaction,2025-07-31,2025-06-17,CUST-10455,SR-83710,PROD-11718,ORD-42818,Approved,3763,414
RET-50792,Defective,2025-04-03,2025-07-18,CUST-10953,SR-82374,PROD-11558,ORD-44197,Rejected,2021,3121
RET-50793,Customer Dissatisfaction,2025-06-28,2025-08-21,CUST-10210,SR-84513,PROD-11104,ORD-44147,Open,1070,1067
RET-50794,Customer Dissatisfaction,2025-04-15,2025-05-17,CUST-10093,SR-81833,PROD-11827,ORD-41508,Open,3219,1806
RET-50795,Warranty Claim,2025-03-24,2025-08-11,CUST-10914,SR-80654,PROD-11409,ORD-44093,Closed,591,1213
RET-50796,Damaged,2025-06-05,2025-04-12,CUST-10328,SR-81123,PROD-11846,ORD-42413,Closed,4920,3459
RET-50797,Defective,2025-08-29,2025-03-18,CUST-10409,SR-81926,PROD-11973,ORD-43764,Rejected,3659,2465
RET-50798,Damaged,2025-06-29,2025-04-19,CUST-10403,SR-81292,PROD-11009,ORD-40961,Open,4568,1741
RET-50799,Warranty Claim,2025-01-27,2025-04-18,CUST-10073,SR-84215,PROD-11547,ORD-41250,In Progress,2001,3308
RET-50800,Defective,2025-01-12,2025-04-20,CUST-10716,SR-83582,PROD-11306,ORD-43510,In Progress,2289,3267
RET-50801,Warranty Claim,2025-06-04,2025-03-06,CUST-10962,SR-82668,PROD-11443,ORD-41207,Rejected,2684,3028
RET-50802,Defective,2025-03-10,2025-08-24,CUST-10520,SR-80869,PROD-11568,ORD-43447,Rejected,2399,1035
RET-50803,Wrong Item,2025-04-20,2025-03-02,CUST-10260,SR-84986,PROD-11535,ORD-40640,Approved,1308,1808
RET-50804,Defective,2025-06-16,2025-01-08,CUST-10554,SR-81699,PROD-11946,ORD-43208,Approved,696,3472
RET-50805,Damaged,2025-04-09,2025-01-05,CUST-10225,SR-80038,PROD-11007,ORD-44052,Rejected,2541,2036
RET-50806,Wrong Item,2025-05-17,2025-05-19,CUST-10873,SR-82853,PROD-11551,ORD-40299,Approved,744,760
RET-50807,Damaged,2025-01-18,2025-02-26,CUST-10306,SR-81314,PROD-11219,ORD-44814,Closed,4647,2467
RET-50808,Damaged,2025-04-11,2025-08-15,CUST-11000,SR-80745,PROD-11664,ORD-43020,In Progress,3401,3527
RET-50809,Defective,2025-01-20,2025-01-26,CUST-10710,SR-82906,PROD-11453,ORD-40101,In Progress,714,2556
RET-50810,Warranty Claim,2025-05-31,2025-06-27,CUST-10560,SR-82574,PROD-11680,ORD-43959,In Progress,4969,3934
RET-50811,Damaged,2025-07-29,2025-04-30,CUST-10450,SR-80542,PROD-11345,ORD-41697,Rejected,4470,2643
RET-50812,Wrong Item,2025-05-29,2025-07-29,CUST-10868,SR-80534,PROD-11213,ORD-44239,Approved,2902,2151
RET-50813,Damaged,2025-06-20,2025-01-27,CUST-10547,SR-84044,PROD-11080,ORD-42797,Closed,3793,888
RET-50814,Warranty Claim,2025-01-05,2025-04-21,CUST-10082,SR-81702,PROD-11012,ORD-45000,Open,2228,3647
RET-50815,Wrong Item,2025-05-02,2025-04-22,CUST-10106,SR-83031,PROD-11072,ORD-40917,Approved,5000,2554
RET-50816,Warranty Claim,2025-03-07,2025-02-10,CUST-10382,SR-82792,PROD-11754,ORD-44844,Approved,4667,3479
RET-50817,Wrong Item,2025-07-30,2025-01-26,CUST-10981,SR-81043,PROD-11507,ORD-43676,In Progress,626,1894
RET-50818,Damaged,2025-08-25,2025-03-06,CUST-10973,SR-83474,PROD-11490,ORD-41181,Open,514,1426
RET-50819,Wrong Item,2025-01-07,2025-01-11,CUST-10826,SR-81269,PROD-11867,ORD-43691,Open,522,3390
RET-50820,Defective,2025-08-12,2025-04-02,CUST-10644,SR-82583,PROD-11915,ORD-44332,In Progress,4631,2763
RET-50821,Warranty Claim,2025-01-11,2025-01-17,CUST-10382,SR-83339,PROD-11039,ORD-40307,Open,151,1945
RET-50822,Damaged,2025-05-19,2025-06-19,CUST-10762,SR-84154,PROD-11190,ORD-41510,Closed,2201,1116
RET-50823,Wrong Item,2025-06-28,2025-05-28,CUST-10610,SR-80965,PROD-11196,ORD-44544,In Progress,1495,2919
RET-50824,Defective,2025-04-10,2025-02-15,CUST-10078,SR-80148,PROD-11973,ORD-40120,In Progress,247,1317
RET-50825,Warranty Claim,2025-05-12,2025-04-22,CUST-10630,SR-83716,PROD-11209,ORD-41548,Approved,4825,1416
RET-50826,Defective,2025-06-17,2025-03-14,CUST-10304,SR-82167,PROD-11337,ORD-40701,Rejected,2321,1816
RET-50827,Damaged,2025-07-20,2025-06-23,CUST-10594,SR-81167,PROD-11614,ORD-40036,Open,3899,2779
RET-50828,Defective,2025-02-03,2025-05-25,CUST-10648,SR-80363,PROD-11562,ORD-44319,Rejected,3085,3162
RET-50829,Customer Dissatisfaction,2025-03-12,2025-02-13,CUST-10962,SR-81546,PROD-11198,ORD-41027,Open,747,3597
RET-50830,Wrong Item,2025-07-21,2025-06-22,CUST-10618,SR-83511,PROD-11114,ORD-41312,Closed,1112,3390
RET-50831,Defective,2025-03-26,2025-02-28,CUST-10545,SR-84821,PROD-11487,ORD-42745,Rejected,1813,2004
RET-50832,Defective,2025-05-18,2025-07-22,CUST-10152,SR-82282,PROD-11122,ORD-43219,Open,218,3096
RET-50833,Customer Dissatisfaction,2025-04-26,2025-01-01,CUST-10535,SR-82878,PROD-11294,ORD-43312,Approved,1578,3554
RET-50834,Wrong Item,2025-07-15,2025-03-21,CUST-10321,SR-84604,PROD-11634,ORD-42926,Open,1269,3094
RET-50835,Damaged,2025-02-25,2025-05-14,CUST-10408,SR-81223,PROD-11880,ORD-41194,Closed,2017,2524
RET-50836,Wrong Item,2025-02-19,2025-06-20,CUST-10471,SR-82082,PROD-11769,ORD-40320,In Progress,1701,1209
RET-50837,Damaged,2025-05-20,2025-02-23,CUST-10390,SR-84648,PROD-11679,ORD-40438,Rejected,3144,3963
RET-50838,Defective,2025-06-29,2025-08-10,CUST-10823,SR-84868,PROD-11529,ORD-43647,Approved,4345,2128
RET-50839,Defective,2025-02-06,2025-03-08,CUST-10290,SR-82327,PROD-11219,ORD-42925,Closed,2602,1236
RET-50840,Damaged,2025-06-05,2025-05-10,CUST-10773,SR-81540,PROD-11068,ORD-40670,Open,1930,289
RET-50841,Defective,2025-08-29,2025-05-31,CUST-10388,SR-82554,PROD-11503,ORD-41891,Closed,4762,1119
RET-50842,Warranty Claim,2025-08-05,2025-04-27,CUST-10500,SR-84925,PROD-11163,ORD-41338,Open,1992,3392
RET-50843,Wrong Item,2025-02-06,2025-03-08,CUST-10348,SR-82209,PROD-11814,ORD-40727,In Progress,1221,264
RET-50844,Defective,2025-04-17,2025-07-16,CUST-10907,SR-80071,PROD-11465,ORD-44138,Rejected,2074,3184
RET-50845,Defective,2025-07-11,2025-03-27,CUST-10636,SR-82937,PROD-11560,ORD-42243,Rejected,4519,1493
RET-50846,Wrong Item,2025-01-01,2025-06-19,CUST-10177,SR-80061,PROD-11816,ORD-42715,Closed,2863,2090
RET-50847,Customer Dissatisfaction,2025-01-04,2025-03-23,CUST-10627,SR-81298,PROD-11093,ORD-42895,In Progress,4979,166
RET-50848,Customer Dissatisfaction,2025-08-11,2025-08-14,CUST-10675,SR-80337,PROD-11982,ORD-40221,Closed,2953,2906
RET-50849,Wrong Item,2025-06-23,2025-07-15,CUST-10045,SR-80579,PROD-11580,ORD-40688,Rejected,4435,3559
RET-50850,Customer Dissatisfaction,2025-01-12,2025-08-03,CUST-10804,SR-82912,PROD-11754,ORD-41514,Rejected,784,427
RET-50851,Warranty Claim,2025-02-17,2025-05-23,CUST-10302,SR-81366,PROD-11617,ORD-43256,Closed,3230,3945
RET-50852,Warranty Claim,2025-02-02,2025-03-26,CUST-10829,SR-80663,PROD-11501,ORD-42094,Open,603,205
RET-50853,Wrong Item,2025-01-28,2025-08-23,CUST-10863,SR-84376,PROD-11064,ORD-43046,Rejected,1868,1399
RET-50854,Customer Dissatisfaction,2025-07-26,2025-03-13,CUST-10732,SR-82091,PROD-11438,ORD-44814,In Progress,2293,1551
RET-50855,Warranty Claim,2025-03-10,2025-07-30,CUST-10522,SR-83357,PROD-11980,ORD-40950,Open,2771,2244
RET-50856,Wrong Item,2025-04-29,2025-05-30,CUST-10123,SR-83352,PROD-11832,ORD-40344,In Progress,3311,1597
RET-50857,Customer Dissatisfaction,2025-03-23,2025-06-06,CUST-10375,SR-83151,PROD-11467,ORD-40735,Open,869,3246
RET-50858,Wrong Item,2025-08-18,2025-06-22,CUST-10850,SR-82321,PROD-11351,ORD-40110,In Progress,4101,445
RET-50859,Customer Dissatisfaction,2025-06-02,2025-07-07,CUST-10757,SR-81154,PROD-11306,ORD-43026,In Progress,4278,3677
RET-50860,Customer Dissatisfaction,2025-07-20,2025-05-18,CUST-10069,SR-84629,PROD-11893,ORD-41944,Open,3471,3190
RET-50861,Warranty Claim,2025-03-09,2025-03-18,CUST-10193,SR-84180,PROD-11602,ORD-43149,Approved,1057,1180
RET-50862,Warranty Claim,2025-02-18,2025-06-18,CUST-10338,SR-81284,PROD-11989,ORD-40992,In Progress,2657,1635
RET-50863,Warranty Claim,2025-06-09,2025-08-11,CUST-10234,SR-84965,PROD-11355,ORD-43451,Approved,1202,2416
RET-50864,Customer Dissatisfaction,2025-06-20,2025-05-13,CUST-10641,SR-81658,PROD-11598,ORD-42479,Open,120,488
RET-50865,Damaged,2025-01-30,2025-01-15,CUST-10528,SR-82312,PROD-11203,ORD-40552,Rejected,2374,3617
RET-50866,Damaged,2025-08-09,2025-05-13,CUST-10164,SR-80941,PROD-11981,ORD-43686,Closed,950,3646
RET-50867,Damaged,2025-07-20,2025-06-19,CUST-10405,SR-81258,PROD-11773,ORD-40488,Closed,2193,2092
RET-50868,Warranty Claim,2025-01-23,2025-04-15,CUST-10318,SR-82130,PROD-11291,ORD-41252,Approved,3169,1202
RET-50869,Wrong Item,2025-03-27,2025-02-10,CUST-10410,SR-84007,PROD-11329,ORD-40622,Rejected,4243,1062
